,Unnamed: 0,ID,Season,Fixture,MatchDay,Date,Time,Home Team,Away Team,Refree,Yellow Home,Yellow Away,2nd Yellow Home,2nd Yellow Away,Red Home,Red Away,Half Time Result,Full Time Result,Home Goals,Away Goals,Winner
393,393,1812,2017,Ismaily SC x Smouha SC,10,"Fri, Nov 24, 2017",4:00 PM,Ismaily SC,Smouha SC,Mohamed Hanafy,1,4,0,1,0,0,1:0 ,1:0,1,0,Home
394,394,1813,2017,El Ahly Cairo x El Dakhlia SC,10,"Fri, Nov 24, 2017",7:00 PM,El Ahly Cairo,El Dakhlia SC,Mohamed Farouk,0,0,0,0,0,0,1:0 ,2:0,2,0,Home
395,395,1814,2017,Tala'ea El Gaish x Zamalek SC,10,"Wed, Jan 3, 2018",6:00 PM,Tala'ea El Gaish,Zamalek SC,Mohamed Sabahi,1,2,0,0,0,0,0:0 ,1:0,1,0,Home
396,396,1815,2017,Petrojet x El Raja Marsa Matruh,11,"Mon, Nov 27, 2017",1:45 PM,Petrojet,El Raja Marsa Matruh,Amin Omar,1,3,0,0,0,0,0:0 ,0:1,0,1,Away
397,397,1816,2017,Tala'ea El Gaish x El Nasr,11,"Mon, Nov 27, 2017",4:00 PM,Tala'ea El Gaish,El Nasr,Tarek Samy,3,1,0,0,0,0,0:2 ,1:3,1,3,Away
398,398,1817,2017,Zamalek SC x Masr El Makasa,11,"Mon, Nov 27, 2017",7:00 PM,Zamalek SC,Masr El Makasa,Mohamed Hanafy,0,2,0,1,0,0,1:2 ,1:3,1,3,Away
399,399,1818,2017,Tanta FC x Arab Contractors SC,11,"Tue, Nov 28, 2017",1:45 PM,Tanta FC,Arab Contractors SC,Mohamed Adel,2,4,0,0,0,0,0:0 ,0:1,0,1,Away
400,400,1819,2017,Enppi Club x Alassiouty Sport,11,"Tue, Nov 28, 2017",4:00 PM,Enppi Club,Alassiouty Sport,Said Hamza,1,0,0,0,0,0,0:0 ,0:0,0,0,Draw
401,401,1820,2017,Masry Port Said x El Ahly Cairo,11,"Tue, Nov 28, 2017",7:00 PM,Masry Port Said,El Ahly Cairo,Ahmed El Ghandour,1,1,0,0,0,0,0:1 ,0:2,0,2,Away
402,402,1821,2017,El Dakhlia SC x Entag El Harby,11,"Wed, Nov 29, 2017",1:45 PM,El Dakhlia SC,Entag El Harby,Walid Abdelrazak,2,0,0,0,0,0,0:0 ,0:1,0,1,Away
403,403,1822,2017,Smouha SC x Ittehad Alexandria,11,"Wed, Nov 29, 2017",4:00 PM,Smouha SC,Ittehad Alexandria,Mohamed Sabahi,2,1,0,0,0,0,1:0 ,1:1,1,1,Draw
404,404,1823,2017,Wadi Degla FC x Ismaily SC,11,"Wed, Nov 29, 2017",6:30 PM,Wadi Degla FC,Ismaily SC,Mohamed Farouk,2,1,0,0,0,0,0:1 ,1:2,1,2,Away
405,405,1824,2017,Alassiouty Sport x Tanta FC,12,"Sat, Dec 2, 2017",1:45 PM,Alassiouty Sport,Tanta FC,Mohamed Maarouf,2,4,0,0,0,0,1:0 ,2:1,2,1,Home
406,406,1825,2017,El Raja Marsa Matruh x Zamalek SC,12,"Sat, Dec 2, 2017",4:15 PM,El Raja Marsa Matruh,Zamalek SC,Mohamed Adel,2,2,0,0,0,0,1:0 ,1:1,1,1,Draw
407,407,1826,2017,El Ahly Cairo x Enppi Club,12,"Sat, Dec 2, 2017",7:00 PM,El Ahly Cairo,Enppi Club,Mohamed Farouk,0,1,0,0,0,0,2:1 ,4:1,4,1,Home
408,408,1827,2017,Ismaily SC x Petrojet,12,"Sun, Dec 3, 2017",1:45 PM,Ismaily SC,Petrojet,Tarek Magdi,3,2,0,0,0,0,0:0 ,0:0,0,0,Draw
409,409,1828,2017,Ittehad Alexandria x Wadi Degla FC,12,"Sun, Dec 3, 2017",4:00 PM,Ittehad Alexandria,Wadi Degla FC,Gehad Grisha,2,1,1,0,0,0,1:0 ,4:0,4,0,Home
410,410,1829,2017,Arab Contractors SC x Smouha SC,12,"Sun, Dec 3, 2017",6:30 PM,Arab Contractors SC,Smouha SC,Ahmed El Ghandour,0,2,0,0,0,0,0:2 ,0:3,0,3,Away
411,411,1830,2017,El Nasr x El Dakhlia SC,12,"Mon, Dec 4, 2017",1:45 PM,El Nasr,El Dakhlia SC,Hossam El Gallad,1,4,0,0,0,0,0:0 ,0:0,0,0,Draw
412,412,1831,2017,Entag El Harby x Masry Port Said,12,"Mon, Dec 4, 2017",4:00 PM,Entag El Harby,Masry Port Said,Nader Kamar,1,0,0,0,0,0,0:1 ,1:1,1,1,Draw
413,413,1832,2017,Masr El Makasa x Tala'ea El Gaish,12,"Mon, Dec 4, 2017",6:30 PM,Masr El Makasa,Tala'ea El Gaish,Ibrahim Nour Eldin,3,1,0,0,0,0,1:0 ,4:0,4,0,Home
414,414,1833,2017,Tala'ea El Gaish x El Raja Marsa Matruh,13,"Wed, Dec 13, 2017",1:45 PM,Tala'ea El Gaish,El Raja Marsa Matruh,Mohamed Hanafy,3,0,0,0,0,0,1:0 ,2:1,2,1,Home
415,415,1834,2017,Masry Port Said x El Dakhlia SC,13,"Wed, Dec 13, 2017",4:00 PM,Masry Port Said,El Dakhlia SC,Gehad Grisha,1,3,0,0,0,0,0:0 ,1:1,1,1,Draw
416,416,1835,2017,Enppi Club x Entag El Harby,13,"Wed, Dec 13, 2017",6:30 PM,Enppi Club,Entag El Harby,Mohamed Salama,2,1,0,0,0,0,1:0 ,2:0,2,0,Home
417,417,1836,2017,Masr El Makasa x El Nasr,13,"Thu, Dec 14, 2017",1:45 PM,Masr El Makasa,El Nasr,Mahmoud Bassiouni,3,1,0,0,0,0,1:1 ,1:4,1,4,Away
418,418,1837,2017,Wadi Degla FC x Arab Contractors SC,13,"Thu, Dec 14, 2017",4:00 PM,Wadi Degla FC,Arab Contractors SC,Mahmoud Ashour,1,1,0,0,0,0,2:0 ,2:0,2,0,Home
419,419,1838,2017,Zamalek SC x Ismaily SC,13,"Thu, Dec 14, 2017",7:00 PM,Zamalek SC,Ismaily SC,Mohamed Farouk,0,2,0,1,0,0,0:0 ,0:1,0,1,Away
420,420,1839,2017,Smouha SC x Alassiouty Sport,13,"Fri, Dec 15, 2017",1:45 PM,Smouha SC,Alassiouty Sport,Tarek Samy,1,3,0,0,0,0,1:1 ,1:3,1,3,Away
421,421,1840,2017,Tanta FC x El Ahly Cairo,13,"Fri, Dec 15, 2017",4:00 PM,Tanta FC,El Ahly Cairo,Mahmoud El Banna,2,0,0,0,0,0,0:1 ,1:1,1,1,Draw
422,422,1841,2017,Petrojet x Ittehad Alexandria,13,"Fri, Dec 15, 2017",6:30 PM,Petrojet,Ittehad Alexandria,Sabry Ibrahim,1,4,0,0,0,0,0:0 ,2:0,2,0,Home
423,423,1842,2017,El Nasr x Masry Port Said,14,"Mon, Dec 18, 2017",4:00 PM,El Nasr,Masry Port Said,Tarek Magdi,3,0,1,0,0,0,2:1 ,2:3,2,3,Away
424,424,1843,2017,El Dakhlia SC x Enppi Club,14,"Mon, Dec 18, 2017",6:30 PM,El Dakhlia SC,Enppi Club,Abdelaziz El Sayed,2,4,0,0,0,0,0:0 ,1:2,1,2,Away
425,425,1844,2017,El Raja Marsa Matruh x Masr El Makasa,14,"Tue, Dec 19, 2017",1:45 PM,El Raja Marsa Matruh,Masr El Makasa,Ahmed El Ghandour,5,1,0,0,0,0,1:0 ,1:1,1,1,Draw
426,426,1845,2017,Ismaily SC x Tala'ea El Gaish,14,"Tue, Dec 19, 2017",4:00 PM,Ismaily SC,Tala'ea El Gaish,Mahmoud El Banna,1,3,0,0,0,0,1:1 ,1:1,1,1,Draw
427,427,1846,2017,Entag El Harby x Tanta FC,14,"Tue, Dec 19, 2017",4:00 PM,Entag El Harby,Tanta FC,tbc,4,2,0,0,0,0,0:0 ,1:0,1,0,Home
428,428,1847,2017,Arab Contractors SC x Petrojet,14,"Tue, Dec 19, 2017",6:30 PM,Arab Contractors SC,Petrojet,Nader Kamar,0,0,0,0,0,0,1:0 ,2:0,2,0,Home
429,429,1848,2017,Alassiouty Sport x Wadi Degla FC,14,"Wed, Dec 20, 2017",1:45 PM,Alassiouty Sport,Wadi Degla FC,Mahmoud Nagy,2,1,0,0,0,0,0:0 ,0:2,0,2,Away
430,430,1849,2017,Ittehad Alexandria x Zamalek SC,14,"Wed, Dec 20, 2017",4:00 PM,Ittehad Alexandria,Zamalek SC,Mohamed Sabahi,0,2,0,0,0,0,0:1 ,0:2,0,2,Away
431,431,1850,2017,El Ahly Cairo x Smouha SC,14,"Wed, Dec 20, 2017",7:00 PM,El Ahly Cairo,Smouha SC,Mahmoud Ashour,2,1,0,0,0,0,1:0 ,2:1,2,1,Home
432,432,1851,2017,Enppi Club x Masry Port Said,15,"Fri, Dec 22, 2017",4:00 PM,Enppi Club,Masry Port Said,Mohamed Farouk,0,0,0,0,0,0,2:0 ,2:1,2,1,Home
433,433,1852,2017,Tanta FC x El Dakhlia SC,15,"Sat, Dec 23, 2017",1:45 PM,Tanta FC,El Dakhlia SC,Ibrahim Nour Eldin,1,5,0,0,0,0,1:0 ,1:2,1,2,Away
434,434,1853,2017,Masr El Makasa x Ismaily SC,15,"Sat, Dec 23, 2017",4:00 PM,Masr El Makasa,Ismaily SC,Mohamed Maarouf,2,4,0,0,0,0,0:3 ,1:4,1,4,Away
435,435,1854,2017,El Raja Marsa Matruh x El Nasr,15,"Sat, Dec 23, 2017",6:00 PM,El Raja Marsa Matruh,El Nasr,Gehad Grisha,1,2,0,0,0,0,0:0 ,0:0,0,0,Draw
436,436,1855,2017,Petrojet x Alassiouty Sport,15,"Sun, Dec 24, 2017",1:45 PM,Petrojet,Alassiouty Sport,Ahmed Hamdi,1,2,0,0,0,0,0:0 ,1:2,1,2,Away
437,437,1856,2017,Smouha SC x Entag El Harby,15,"Sun, Dec 24, 2017",4:00 PM,Smouha SC,Entag El Harby,Mohamed Adel,3,2,0,0,0,0,1:0 ,2:1,2,1,Home
438,438,1857,2017,Tala'ea El Gaish x Ittehad Alexandria,15,"Mon, Dec 25, 2017",3:00 PM,Tala'ea El Gaish,Ittehad Alexandria,Mahmoud Ashour,0,0,0,0,0,0,0:0 ,0:0,0,0,Draw
439,439,1858,2017,Wadi Degla FC x El Ahly Cairo,15,"Mon, Dec 25, 2017",6:00 PM,Wadi Degla FC,El Ahly Cairo,Mohamed Hanafy,1,0,0,0,0,0,0:0 ,1:1,1,1,Draw
440,440,1859,2017,Zamalek SC x Arab Contractors SC,15,"Tue, Dec 26, 2017",6:00 PM,Zamalek SC,Arab Contractors SC,Amin Omar,3,1,0,1,0,0,1:0 ,1:0,1,0,Home
441,441,1860,2017,Enppi Club x El Nasr,16,"Wed, Dec 27, 2017",1:45 PM,Enppi Club,El Nasr,Said Hamza,0,0,0,0,0,0,0:1 ,1:1,1,1,Draw
442,442,1861,2017,Ismaily SC x El Raja Marsa Matruh,16,"Wed, Dec 27, 2017",4:00 PM,Ismaily SC,El Raja Marsa Matruh,Mohamed Abou-Khater,1,3,0,0,0,0,0:0 ,5:0,5,0,Home
443,443,1862,2017,Masry Port Said x Tanta FC,16,"Thu, Dec 28, 2017",4:00 PM,Masry Port Said,Tanta FC,Mahmoud El Banna,2,2,0,0,0,0,3:2 ,6:3,6,3,Home
444,444,1863,2017,Ittehad Alexandria x Masr El Makasa,16,"Fri, Dec 29, 2017",2:00 PM,Ittehad Alexandria,Masr El Makasa,Gehad Grisha,1,1,0,0,0,0,1:1 ,2:2,2,2,Draw
445,445,1864,2017,El Ahly Cairo x Petrojet,16,"Fri, Dec 29, 2017",5:00 PM,El Ahly Cairo,Petrojet,Mohamed Maarouf,0,0,0,0,0,0,0:0 ,3:0,3,0,Home
446,446,1865,2017,El Dakhlia SC x Smouha SC,16,"Sat, Dec 30, 2017",1:45 PM,El Dakhlia SC,Smouha SC,Tarek Magdi,2,2,0,0,0,0,0:0 ,0:0,0,0,Draw
447,447,1866,2017,Alassiouty Sport x Zamalek SC,16,"Sat, Dec 30, 2017",1:45 PM,Alassiouty Sport,Zamalek SC,Mahmoud Ashour,1,1,0,0,0,0,0:0 ,0:1,0,1,Away
448,448,1867,2017,Arab Contractors SC x Tala'ea El Gaish,16,"Sat, Dec 30, 2017",4:00 PM,Arab Contractors SC,Tala'ea El Gaish,Ibrahim Nour Eldin,1,0,0,0,0,0,0:1 ,0:2,0,2,Away
449,449,1868,2017,Entag El Harby x Wadi Degla FC,16,"Sat, Dec 30, 2017",6:30 PM,Entag El Harby,Wadi Degla FC,Ahmed El Ghandour,0,3,0,0,0,0,1:0 ,2:0,2,0,Home
450,450,1869,2017,Ittehad Alexandria x El Raja Marsa Matruh,17,"Thu, Jan 4, 2018",1:30 PM,Ittehad Alexandria,El Raja Marsa Matruh,Mahmoud El Banna,0,2,0,0,0,0,0:0 ,0:0,0,0,Draw
451,451,1870,2017,Masr El Makasa x Arab Contractors SC,17,"Thu, Jan 4, 2018",4:00 PM,Masr El Makasa,Arab Contractors SC,Mohamed Hanafy,2,1,0,0,0,0,0:1 ,0:2,0,2,Away
452,452,1871,2017,Tanta FC x Enppi Club,17,"Fri, Jan 5, 2018",1:30 PM,Tanta FC,Enppi Club,Mohamed Farouk,2,4,0,0,0,0,0:1 ,0:1,0,1,Away
453,453,1872,2017,Petrojet x Entag El Harby,17,"Fri, Jan 5, 2018",4:00 PM,Petrojet,Entag El Harby,Mohamed Saber,0,2,0,0,0,0,0:0 ,1:0,1,0,Home
454,454,1873,2017,Smouha SC x Masry Port Said,17,"Fri, Jan 5, 2018",4:00 PM,Smouha SC,Masry Port Said,Amin Omar,2,1,0,0,0,0,1:0 ,3:2,3,2,Home
455,455,1874,2017,Wadi Degla FC x El Dakhlia SC,17,"Fri, Jan 5, 2018",6:30 PM,Wadi Degla FC,El Dakhlia SC,Tarek Samy,0,1,0,0,0,0,1:1 ,1:2,1,2,Away
456,456,1875,2017,Zamalek SC x El Ahly Cairo,17,"Mon, Jan 8, 2018",6:00 PM,Zamalek SC,El Ahly Cairo,Davide Massa,2,0,1,0,0,0,0:2 ,0:3,0,3,Away
457,457,1876,2017,Tala'ea El Gaish x Alassiouty Sport,17,"Tue, Jan 9, 2018",5:00 PM,Tala'ea El Gaish,Alassiouty Sport,Mohamed Youssef,1,0,0,0,0,0,1:0 ,2:1,2,1,Home
458,458,1877,2017,El Nasr x Ismaily SC,17,"Tue, Jan 9, 2018",7:00 PM,El Nasr,Ismaily SC,Mahmoud Bassiouni,0,1,0,0,0,0,1:0 ,2:3,2,3,Away
459,459,1878,2017,El Raja Marsa Matruh x Arab Contractors SC,18,"Sat, Jan 13, 2018",1:30 PM,El Raja Marsa Matruh,Arab Contractors SC,Mohamed Sabahi,1,1,0,0,0,0,0:0 ,1:0,1,0,Home
460,460,1879,2017,Masr El Makasa x Alassiouty Sport,18,"Sat, Jan 13, 2018",1:30 PM,Masr El Makasa,Alassiouty Sport,Amin Omar,1,1,0,0,0,0,0:0 ,0:0,0,0,Draw
461,461,1880,2017,Ismaily SC x Ittehad Alexandria,18,"Sat, Jan 13, 2018",4:00 PM,Ismaily SC,Ittehad Alexandria,Mohamed Maarouf,1,0,0,0,0,0,0:0 ,0:0,0,0,Draw
462,462,1881,2017,El Nasr x Tanta FC,18,"Sat, Jan 13, 2018",6:30 PM,El Nasr,Tanta FC,Mahmoud Ashour,1,2,0,0,0,0,1:1 ,1:2,1,2,Away
463,463,1882,2017,Petrojet x El Dakhlia SC,18,"Sun, Jan 14, 2018",1:30 PM,Petrojet,El Dakhlia SC,Mahmoud El Banna,1,4,0,0,0,0,1:0 ,1:1,1,1,Draw
464,464,1883,2017,Smouha SC x Enppi Club,18,"Sun, Jan 14, 2018",4:00 PM,Smouha SC,Enppi Club,Ahmed El Adawi,2,2,0,1,0,0,1:0 ,4:0,4,0,Home
465,465,1884,2017,Zamalek SC x Entag El Harby,18,"Sun, Jan 14, 2018",7:00 PM,Zamalek SC,Entag El Harby,Mohamed Hanafy,1,2,0,0,0,0,0:0 ,0:0,0,0,Draw
466,466,1885,2017,Wadi Degla FC x Masry Port Said,18,"Tue, Jan 16, 2018",4:00 PM,Wadi Degla FC,Masry Port Said,Mohamed Adel,0,1,0,0,0,0,0:0 ,0:0,0,0,Draw
467,467,1886,2017,Tala'ea El Gaish x El Ahly Cairo,18,"Tue, Jan 16, 2018",7:00 PM,Tala'ea El Gaish,El Ahly Cairo,Ahmed El Ghandour,1,1,0,0,0,0,0:1 ,0:2,0,2,Away
468,468,1887,2017,Alassiouty Sport x El Raja Marsa Matruh,19,"Wed, Jan 17, 2018",1:30 PM,Alassiouty Sport,El Raja Marsa Matruh,Mohamed Maarouf,3,1,0,0,0,0,2:1 ,3:1,3,1,Home
469,469,1888,2017,Ittehad Alexandria x El Nasr,19,"Wed, Jan 17, 2018",4:00 PM,Ittehad Alexandria,El Nasr,Mohamed Abou-Khater,1,2,0,0,0,0,0:0 ,3:0,3,0,Home
470,470,1889,2017,Arab Contractors SC x Ismaily SC,19,"Wed, Jan 17, 2018",6:30 PM,Arab Contractors SC,Ismaily SC,Mohamed Farouk,0,1,0,0,0,0,1:0 ,2:0,2,0,Home
471,471,1890,2017,El Dakhlia SC x Zamalek SC,19,"Thu, Jan 18, 2018",5:00 PM,El Dakhlia SC,Zamalek SC,Amin Omar,1,1,0,0,0,0,0:1 ,1:2,1,2,Away
472,472,1891,2017,Tanta FC x Smouha SC,19,"Fri, Jan 19, 2018",1:30 PM,Tanta FC,Smouha SC,Mahmoud El Banna,2,1,0,0,0,0,1:0 ,1:0,1,0,Home
473,473,1892,2017,Masry Port Said x Petrojet,19,"Sat, Jan 20, 2018",1:45 PM,Masry Port Said,Petrojet,Mohamed Sabahi,4,2,0,0,0,0,1:1 ,2:1,2,1,Home
474,474,1893,2017,Enppi Club x Wadi Degla FC,19,"Sat, Jan 20, 2018",4:00 PM,Enppi Club,Wadi Degla FC,Tarek Magdi,1,0,0,0,0,1,1:0 ,1:0,1,0,Home
475,475,1894,2017,Entag El Harby x Tala'ea El Gaish,19,"Sat, Jan 20, 2018",6:30 PM,Entag El Harby,Tala'ea El Gaish,Walid Abdelaziz,0,2,0,0,0,0,0:0 ,1:0,1,0,Home
476,476,1895,2017,El Ahly Cairo x Masr El Makasa,19,"Sun, Jan 21, 2018",6:00 PM,El Ahly Cairo,Masr El Makasa,Mahmoud Ashour,1,3,0,0,0,0,0:1 ,2:1,2,1,Home
477,477,1896,2017,Ittehad Alexandria x Arab Contractors SC,20,"Mon, Jan 22, 2018",1:30 PM,Ittehad Alexandria,Arab Contractors SC,Mohamed Salama,0,3,0,0,0,0,1:0 ,1:1,1,1,Draw
478,478,1897,2017,Ismaily SC x Alassiouty Sport,20,"Mon, Jan 22, 2018",4:00 PM,Ismaily SC,Alassiouty Sport,Mahmoud El Banna,1,0,0,0,0,0,1:1 ,1:1,1,1,Draw
479,479,1898,2017,El Nasr x Smouha SC,20,"Tue, Jan 23, 2018",4:00 PM,El Nasr,Smouha SC,Mahmoud Wafa,1,3,1,1,0,0,0:2 ,0:2,0,2,Away
480,480,1899,2017,Wadi Degla FC x Tanta FC,20,"Wed, Jan 24, 2018",1:30 PM,Wadi Degla FC,Tanta FC,Mohamed Maarouf,1,0,0,0,0,0,0:0 ,0:0,0,0,Draw
481,481,1900,2017,Petrojet x Enppi Club,20,"Wed, Jan 24, 2018",4:00 PM,Petrojet,Enppi Club,Sobhy El Amrawy,3,0,0,0,0,0,0:0 ,1:0,1,0,Home
482,482,1901,2017,Tala'ea El Gaish x El Dakhlia SC,20,"Wed, Jan 24, 2018",4:00 PM,Tala'ea El Gaish,El Dakhlia SC,Abdelaziz El Sayed,1,1,0,0,0,0,0:1 ,0:2,0,2,Away
483,483,1902,2017,Zamalek SC x Masry Port Said,20,"Wed, Jan 24, 2018",7:00 PM,Zamalek SC,Masry Port Said,Mohamed Farouk,0,3,0,0,0,0,0:0 ,0:1,0,1,Away
484,484,1903,2017,El Raja Marsa Matruh x El Ahly Cairo,20,"Thu, Jan 25, 2018",1:30 PM,El Raja Marsa Matruh,El Ahly Cairo,Tarek Samy,1,0,0,0,0,0,1:0 ,1:3,1,3,Away
485,485,1904,2017,Masr El Makasa x Entag El Harby,20,"Thu, Jan 25, 2018",4:00 PM,Masr El Makasa,Entag El Harby,Ahmed El Ghandour,1,2,0,0,0,0,2:0 ,3:1,3,1,Home
486,486,1905,2017,Alassiouty Sport x Ittehad Alexandria,21,"Sun, Jan 28, 2018",1:30 PM,Alassiouty Sport,Ittehad Alexandria,Mohamed Hassan,2,3,0,0,0,0,0:1 ,1:1,1,1,Draw
487,487,1906,2017,Arab Contractors SC x El Nasr,21,"Sun, Jan 28, 2018",4:00 PM,Arab Contractors SC,El Nasr,Ibrahim Mahgoub,3,0,0,0,0,0,1:2 ,2:2,2,2,Draw
488,488,1907,2017,Tanta FC x Petrojet,21,"Mon, Jan 29, 2018",1:30 PM,Tanta FC,Petrojet,Tarek Magdi,2,1,0,0,0,0,0:0 ,0:0,0,0,Draw
489,489,1908,2017,Smouha SC x Wadi Degla FC,21,"Mon, Jan 29, 2018",4:00 PM,Smouha SC,Wadi Degla FC,Ahmed El Ghandour,2,1,0,0,0,0,1:0 ,2:1,2,1,Home
490,490,1909,2017,Entag El Harby x El Raja Marsa Matruh,21,"Mon, Jan 29, 2018",6:30 PM,Entag El Harby,El Raja Marsa Matruh,Walid Abdelrazak,2,1,0,0,0,0,1:1 ,2:1,2,1,Home
491,491,1910,2017,Masr El Makasa x El Dakhlia SC,21,"Tue, Jan 30, 2018",4:00 PM,Masr El Makasa,El Dakhlia SC,Hossam El Gallad,2,2,0,0,0,0,0:1 ,2:2,2,2,Draw
492,492,1911,2017,El Ahly Cairo x Ismaily SC,21,"Tue, Jan 30, 2018",7:00 PM,El Ahly Cairo,Ismaily SC,Amin Omar,1,1,0,0,0,0,0:0 ,1:0,1,0,Home
493,493,1912,2017,Masry Port Said x Tala'ea El Gaish,21,"Wed, Jan 31, 2018",4:00 PM,Masry Port Said,Tala'ea El Gaish,Mahmoud Ashour,0,1,0,0,0,0,0:0 ,0:0,0,0,Draw
494,494,1913,2017,Enppi Club x Zamalek SC,21,"Wed, Jan 31, 2018",7:00 PM,Enppi Club,Zamalek SC,Mohamed Adel,3,2,0,0,0,0,0:0 ,0:0,0,0,Draw
495,495,1914,2017,Arab Contractors SC x Alassiouty Sport,22,"Fri, Feb 2, 2018",1:45 PM,Arab Contractors SC,Alassiouty Sport,Mahmoud Bassiouni,1,1,0,0,0,0,0:0 ,1:1,1,1,Draw
496,496,1915,2017,Petrojet x Smouha SC,22,"Fri, Feb 2, 2018",4:00 PM,Petrojet,Smouha SC,Mohamed Abou-Khater,2,2,0,0,0,0,0:0 ,2:1,2,1,Home
497,497,1916,2017,El Nasr x Wadi Degla FC,22,"Fri, Feb 2, 2018",6:30 PM,El Nasr,Wadi Degla FC,Mohamed Hanafy,1,2,0,0,0,0,0:1 ,0:1,0,1,Away
498,498,1917,2017,El Raja Marsa Matruh x El Dakhlia SC,22,"Sat, Feb 3, 2018",1:30 PM,El Raja Marsa Matruh,El Dakhlia SC,Ibrahim Nour Eldin,1,0,0,0,0,0,0:0 ,0:1,0,1,Away
499,499,1918,2017,Ismaily SC x Entag El Harby,22,"Sat, Feb 3, 2018",4:00 PM,Ismaily SC,Entag El Harby,Mohamed Maarouf,2,2,0,0,0,0,1:0 ,2:0,2,0,Home
500,500,1919,2017,Tala'ea El Gaish x Enppi Club,22,"Sun, Feb 4, 2018",1:30 PM,Tala'ea El Gaish,Enppi Club,Mohamed Farouk,0,0,0,0,0,0,0:0 ,1:0,1,0,Home
501,501,1920,2017,Ittehad Alexandria x El Ahly Cairo,22,"Sun, Feb 4, 2018",4:15 PM,Ittehad Alexandria,El Ahly Cairo,Mahmoud El Banna,2,1,0,0,0,0,0:1 ,0:3,0,3,Away
502,502,1921,2017,Zamalek SC x Tanta FC,22,"Sun, Feb 4, 2018",7:00 PM,Zamalek SC,Tanta FC,Ahmed El Ghandour,0,1,0,0,0,0,2:1 ,2:1,2,1,Home
503,503,1922,2017,Masr El Makasa x Masry Port Said,22,"Mon, Feb 5, 2018",4:00 PM,Masr El Makasa,Masry Port Said,Amin Omar,1,1,0,0,0,0,0:2 ,1:4,1,4,Away
504,504,1923,2017,El Dakhlia SC x Ismaily SC,23,"Fri, Feb 9, 2018",1:45 PM,El Dakhlia SC,Ismaily SC,Mohamed Sabahi,0,2,0,0,0,0,0:0 ,0:0,0,0,Draw
505,505,1924,2017,Wadi Degla FC x Petrojet,23,"Fri, Feb 9, 2018",4:00 PM,Wadi Degla FC,Petrojet,Mahmoud Bassiouni,1,1,0,0,0,0,0:0 ,2:1,2,1,Home
506,506,1925,2017,Entag El Harby x Ittehad Alexandria,23,"Fri, Feb 9, 2018",6:30 PM,Entag El Harby,Ittehad Alexandria,Mohamed Farouk,1,0,0,0,0,0,1:0 ,3:2,3,2,Home
507,507,1926,2017,Alassiouty Sport x El Nasr,23,"Sat, Feb 10, 2018",1:30 PM,Alassiouty Sport,El Nasr,Ahmed El Adawi,0,1,0,0,0,0,2:1 ,5:1,5,1,Home
508,508,1927,2017,Smouha SC x Zamalek SC,23,"Sat, Feb 10, 2018",4:15 PM,Smouha SC,Zamalek SC,Mahmoud Ashour,1,2,0,0,1,0,0:0 ,0:1,0,1,Away
509,509,1928,2017,Tanta FC x Tala'ea El Gaish,23,"Mon, Feb 12, 2018",1:30 PM,Tanta FC,Tala'ea El Gaish,Mohamed Adel,1,0,0,0,0,0,0:1 ,0:1,0,1,Away
510,510,1929,2017,El Ahly Cairo x Arab Contractors SC,23,"Mon, Feb 12, 2018",5:00 PM,El Ahly Cairo,Arab Contractors SC,Mohamed Hanafy,2,2,0,0,0,0,2:1 ,5:2,5,2,Home
511,511,1930,2017,Masry Port Said x El Raja Marsa Matruh,23,"Thu, Feb 15, 2018",6:30 PM,Masry Port Said,El Raja Marsa Matruh,Mohamed Farouk,1,0,0,0,0,0,0:0 ,0:0,0,0,Draw
512,512,1931,2017,Masr El Makasa x Enppi Club,23,"Fri, Mar 30, 2018",6:00 PM,Masr El Makasa,Enppi Club,Mohamed Abou-Khater,1,2,0,0,0,0,0:0 ,0:0,0,0,Draw
513,513,1932,2017,El Raja Marsa Matruh x Enppi Club,24,"Fri, Feb 9, 2018",1:45 PM,El Raja Marsa Matruh,Enppi Club,Ahmed Hamdi,1,2,0,0,0,0,0:0 ,3:0,3,0,Home
514,514,1933,2017,Zamalek SC x Wadi Degla FC,24,"Wed, Feb 14, 2018",4:00 PM,Zamalek SC,Wadi Degla FC,Mohamed Maarouf,1,0,0,0,0,0,0:0 ,1:0,1,0,Home
515,515,1934,2017,Ittehad Alexandria x El Dakhlia SC,24,"Wed, Feb 14, 2018",6:30 PM,Ittehad Alexandria,El Dakhlia SC,Amin Omar,0,2,0,0,0,0,1:0 ,2:1,2,1,Home
516,516,1935,2017,El Nasr x Petrojet,24,"Thu, Feb 15, 2018",4:00 PM,El Nasr,Petrojet,Mabrouk Nabil,2,3,0,0,0,0,0:0 ,0:1,0,1,Away
517,517,1936,2017,Masr El Makasa x Tanta FC,24,"Fri, Feb 16, 2018",1:30 PM,Masr El Makasa,Tanta FC,Ibrahim Nour Eldin,1,2,0,0,0,0,0:0 ,0:0,0,0,Draw
518,518,1937,2017,Alassiouty Sport x El Ahly Cairo,24,"Fri, Feb 16, 2018",4:15 PM,Alassiouty Sport,El Ahly Cairo,Mohamed Sabahi,0,1,0,0,0,0,0:0 ,0:1,0,1,Away
